#,Word,Oxford 3000,Oxford 5000,Level,Part Of Speech,Site URL
309,arms,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/arms
310,army,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/army
311,around,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/around_2
312,around,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/around_1
313,arrange,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/arrange
314,arrangement,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/arrangement
315,array,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/array_1
316,arrest,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/arrest_2
317,arrest,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/arrest_1
318,arrival,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/arrival
319,arrive,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/arrive
320,arrow,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/arrow
321,art,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/art_1
322,article,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/article
323,articulate,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/articulate_1
324,artificial,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/artificial
325,artist,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/artist
326,artistic,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/artistic
327,artwork,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/artwork
328,as,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/as_2
329,as,1,1,a2,conjunction,https://www.oxfordlearnersdictionaries.com/definition/english/as_3
330,as,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/as_1
331,ash,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ash_1
332,ashamed,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/ashamed
333,aside,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/aside_1
334,ask,1,1,a1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/ask_1
335,asleep,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/asleep
336,aspect,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/aspect
337,aspiration,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/aspiration
338,aspire,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/aspire
339,assassination,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assassination
340,assault,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assault_1
341,assault,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assault_2
342,assemble,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assemble
343,assembly,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assembly
344,assert,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assert
345,assertion,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assertion
346,assess,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assess
347,assessment,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assessment
348,asset,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/asset
349,assign,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assign
350,assignment,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assignment
351,assist,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assist_1
352,assistance,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assistance
353,assistant,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/assistant_2
354,assistant,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assistant_1
355,associate,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/associate_1
356,associated,1,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/associated
357,association,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/association
358,assume,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assume
359,assumption,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assumption
360,assurance,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/assurance
361,assure,0,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/assure
362,astonishing,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/astonishing
363,asylum,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/asylum
364,at,1,1,a1,preposition,https://www.oxfordlearnersdictionaries.com/definition/english/at
365,athlete,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/athlete
366,atmosphere,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/atmosphere
367,atrocity,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/atrocity
368,attach,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/attach
369,attachment,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attachment
370,attack,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attack_1
371,attack,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/attack_2
372,attain,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/attain
373,attempt,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attempt_1
374,attempt,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/attempt_2
375,attend,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/attend
376,attendance,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attendance
377,attention,1,1,a2,exclamation,https://www.oxfordlearnersdictionaries.com/definition/english/attention_2
378,attention,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attention_1
379,attitude,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attitude
380,attorney,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attorney
381,attract,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/attract
382,attraction,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attraction
383,attractive,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/attractive
384,attribute,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/attribute_2
385,attribute,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/attribute_1
386,auction,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/auction_1
387,audience,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/audience
388,audio,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/audio_1
389,audit,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/audit_1
390,august,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/august_2
391,aunt,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/aunt
392,authentic,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/authentic
393,author,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/author_1
394,authority,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/authority
395,authorize,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/authorize
396,auto,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/auto_1
397,automatic,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/automatic_1
398,automatically,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/automatically
399,autonomy,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/autonomy
400,autumn,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/autumn
401,availability,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/availability
402,available,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/available
403,average,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/average_1
404,average,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/average_2
405,average,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/average_3
406,avoid,1,1,a2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/avoid
407,await,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/await
408,award,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/award_1
409,award,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/award_2
410,aware,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/aware
411,awareness,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/awareness
412,away,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/away_1
413,awful,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/awful_1
414,awkward,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/awkward
415,baby,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/baby_1
416,back,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/back_2
417,back,1,1,a1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/back_3
418,back,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/back_1
419,back,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/back_4
420,backdrop,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/backdrop
421,background,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/background
422,backing,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/backing
423,backup,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/backup
424,backwards,1,1,b1,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/backwards
425,bacteria,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bacteria
426,bad,1,1,a1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/bad_1
427,badge,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/badge
428,badly,1,1,a2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/badly
429,bag,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bag_1
430,bail,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bail_1
431,bake,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/bake_1
432,balance,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/balance_1
433,balance,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/balance_2
434,balanced,0,1,b2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/balanced
435,ball,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ball_1
436,ballet,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ballet
437,balloon,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/balloon_1
438,ballot,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ballot_1
439,ban,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/ban_2
440,ban,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/ban_1
441,banana,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/banana
442,band,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/band_1
443,bank,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bank_1
444,banner,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/banner
445,bar,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bar_1
446,bar,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/bar_2
447,bare,0,1,c1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/bare_1
448,barely,0,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/barely
449,bargain,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bargain_1
450,barrel,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/barrel_1
451,barrier,1,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/barrier
452,base,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/base_1
453,base,1,1,b1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/base_2
454,baseball,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/baseball
455,based,1,1,a2,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/based
456,basement,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/basement
457,basic,1,1,b1,adjective,https://www.oxfordlearnersdictionaries.com/definition/english/basic_1
458,basically,1,1,b2,adverb,https://www.oxfordlearnersdictionaries.com/definition/english/basically
459,basis,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/basis
460,basket,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/basket
461,basketball,1,1,a2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/basketball
462,bass,0,1,c1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bass1_1
463,bat,0,1,b2,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bat_1
464,bat,0,1,c1,verb,https://www.oxfordlearnersdictionaries.com/definition/english/bat_2
465,bath,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bath_1
466,bathroom,1,1,a1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/bathroom
467,battery,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/battery
468,battle,1,1,b1,noun,https://www.oxfordlearnersdictionaries.com/definition/english/battle_1
469,battle,1,1,b2,verb,https://www.oxfordlearnersdictionaries.com/definition/english/battle_2
